time,upwelling_index,station_id,latitude,longitude
1967-01-01T00:00:00Z,-0.18245351,45N,45,-125
1967-01-01T06:00:00Z,-0.18245351,45N,45,-125
1967-01-01T12:00:00Z,83.38207,45N,45,-125
1967-01-01T18:00:00Z,-3.4361637,45N,45,-125
1967-01-02T00:00:00Z,-3.4361637,45N,45,-125
1967-01-02T06:00:00Z,-20.723476,45N,45,-125
1967-01-02T12:00:00Z,-67.858604,45N,45,-125
1967-01-02T18:00:00Z,-147.20737,45N,45,-125
1967-01-03T00:00:00Z,-172.62828,45N,45,-125
1967-01-03T06:00:00Z,-122.64202,45N,45,-125
1967-01-03T12:00:00Z,-89.391174,45N,45,-125
1967-01-03T18:00:00Z,-65.521,45N,45,-125
1967-01-04T00:00:00Z,-12.193964,45N,45,-125
1967-01-04T06:00:00Z,-39.027153,45N,45,-125
1967-01-04T12:00:00Z,-13.804993,45N,45,-125
1967-01-04T18:00:00Z,-0.1291399,45N,45,-125
1967-01-05T00:00:00Z,95.59194,45N,45,-125
1967-01-05T06:00:00Z,10.054376,45N,45,-125
1967-01-05T12:00:00Z,4.0853515,45N,45,-125
1967-01-05T18:00:00Z,-28.137516,45N,45,-125
1967-01-06T00:00:00Z,-8.836931,45N,45,-125
1967-01-06T06:00:00Z,-30.907612,45N,45,-125
1967-01-06T12:00:00Z,-46.922676,45N,45,-125
1967-01-06T18:00:00Z,-11.453068,45N,45,-125
1967-01-07T00:00:00Z,0.79234815,45N,45,-125
1967-01-07T06:00:00Z,-40.953476,45N,45,-125
1967-01-07T12:00:00Z,-32.904278,45N,45,-125
1967-01-07T18:00:00Z,-89.85823,45N,45,-125
1967-01-08T00:00:00Z,-178.31737,45N,45,-125
1967-01-08T06:00:00Z,-152.63309,45N,45,-125
1967-01-08T12:00:00Z,-72.134865,45N,45,-125
1967-01-08T18:00:00Z,-96.3501,45N,45,-125
1967-01-09T00:00:00Z,-78.86872,45N,45,-125
1967-01-09T06:00:00Z,-102.16139,45N,45,-125
1967-01-09T12:00:00Z,-198.88104,45N,45,-125
1967-01-09T18:00:00Z,-209.20673,45N,45,-125
1967-01-10T00:00:00Z,-200.02373,45N,45,-125
1967-01-10T06:00:00Z,-383.43866,45N,45,-125
1967-01-10T12:00:00Z,-369.32404,45N,45,-125
1967-01-10T18:00:00Z,-187.64679,45N,45,-125
1967-01-11T00:00:00Z,-54.16707,45N,45,-125
1967-01-11T06:00:00Z,-26.833847,45N,45,-125
1967-01-11T12:00:00Z,-18.306808,45N,45,-125
1967-01-11T18:00:00Z,-27.020657,45N,45,-125
1967-01-12T00:00:00Z,-9.588737,45N,45,-125
1967-01-12T06:00:00Z,-5.9716687,45N,45,-125
