time,tumi
1967-01-01T00:00:00Z,19814.734
1968-01-01T00:00:00Z,22967.404
1969-01-01T00:00:00Z,27850.96
1970-01-01T00:00:00Z,27651.404
1971-01-01T00:00:00Z,22188.023
1972-01-01T00:00:00Z,25820.99
1973-01-01T00:00:00Z,41400.664
1974-01-01T00:00:00Z,33308.35
1975-01-01T00:00:00Z,36601.74
1976-01-01T00:00:00Z,35357.832
1977-01-01T00:00:00Z,41268.613
1978-01-01T00:00:00Z,40469.527
1979-01-01T00:00:00Z,26631.674
1980-01-01T00:00:00Z,35663.89
1981-01-01T00:00:00Z,25100.615
1982-01-01T00:00:00Z,17004.041
1983-01-01T00:00:00Z,16314.474
1984-01-01T00:00:00Z,22219.273
1985-01-01T00:00:00Z,21444.346
1986-01-01T00:00:00Z,18338.775
1987-01-01T00:00:00Z,17978.04
1988-01-01T00:00:00Z,20042.217
1989-01-01T00:00:00Z,18776.94
1990-01-01T00:00:00Z,19430.516
1991-01-01T00:00:00Z,24755.953
1992-01-01T00:00:00Z,17647.084
1993-01-01T00:00:00Z,18616.6
1994-01-01T00:00:00Z,23635.621
1995-01-01T00:00:00Z,22262.66
1996-01-01T00:00:00Z,27122.676
1997-01-01T00:00:00Z,34721.305
1998-01-01T00:00:00Z,31879.764
1999-01-01T00:00:00Z,49233.348
2000-01-01T00:00:00Z,40918.758
2001-01-01T00:00:00Z,52967.25
2002-01-01T00:00:00Z,50840.32
2003-01-01T00:00:00Z,39951.76
2004-01-01T00:00:00Z,27623.623
2005-01-01T00:00:00Z,27638.475
2006-01-01T00:00:00Z,34846.223
2007-01-01T00:00:00Z,38014.363
2008-01-01T00:00:00Z,44466.11
2009-01-01T00:00:00Z,36092.21
2010-01-01T00:00:00Z,34427.07
2011-01-01T00:00:00Z,36652.11
2012-01-01T00:00:00Z,43403.72
2013-01-01T00:00:00Z,55104.24
2014-01-01T00:00:00Z,40328.61
2015-01-01T00:00:00Z,37551.64
2016-01-01T00:00:00Z,39387.656
2017-01-01T00:00:00Z,41622.9
2018-01-01T00:00:00Z,46342.496
2019-01-01T00:00:00Z,45533.598
2020-01-01T00:00:00Z,48467.965
2021-01-01T00:00:00Z,57010.914
2022-01-01T00:00:00Z,42677.863
