time,tumi
1967-01-01T00:00:00Z,37186.863
1968-01-01T00:00:00Z,44175.824
1969-01-01T00:00:00Z,43032.57
1970-01-01T00:00:00Z,42329.363
1971-01-01T00:00:00Z,46146.383
1972-01-01T00:00:00Z,31154.55
1973-01-01T00:00:00Z,34750.633
1974-01-01T00:00:00Z,29424.744
1975-01-01T00:00:00Z,36598.45
1976-01-01T00:00:00Z,25943.31
1977-01-01T00:00:00Z,30208.098
1978-01-01T00:00:00Z,24007.768
1979-01-01T00:00:00Z,37378.3
1980-01-01T00:00:00Z,40067.26
1981-01-01T00:00:00Z,19494.91
1982-01-01T00:00:00Z,19065.15
1983-01-01T00:00:00Z,21067.615
1984-01-01T00:00:00Z,28406.703
1985-01-01T00:00:00Z,23914.88
1986-01-01T00:00:00Z,21268.406
1987-01-01T00:00:00Z,22740.64
1988-01-01T00:00:00Z,24984.55
1989-01-01T00:00:00Z,24893.594
1990-01-01T00:00:00Z,25895.615
1991-01-01T00:00:00Z,26553.73
1992-01-01T00:00:00Z,21295.312
1993-01-01T00:00:00Z,21878.695
1994-01-01T00:00:00Z,28018.543
1995-01-01T00:00:00Z,23771.918
1996-01-01T00:00:00Z,27353.068
1997-01-01T00:00:00Z,27261.209
1998-01-01T00:00:00Z,23028.102
1999-01-01T00:00:00Z,33833.023
2000-01-01T00:00:00Z,26640.16
2001-01-01T00:00:00Z,28114.217
2002-01-01T00:00:00Z,30482.078
2003-01-01T00:00:00Z,29004.508
2004-01-01T00:00:00Z,19164.045
2005-01-01T00:00:00Z,23720.361
2006-01-01T00:00:00Z,26928.799
2007-01-01T00:00:00Z,30311.27
2008-01-01T00:00:00Z,26230.271
2009-01-01T00:00:00Z,27876.615
2010-01-01T00:00:00Z,34885.64
2011-01-01T00:00:00Z,30520.734
2012-01-01T00:00:00Z,36684.863
2013-01-01T00:00:00Z,36414.145
2014-01-01T00:00:00Z,27972.871
2015-01-01T00:00:00Z,28843.02
2016-01-01T00:00:00Z,34900.285
2017-01-01T00:00:00Z,38019.043
2018-01-01T00:00:00Z,37428.723
2019-01-01T00:00:00Z,33693.17
2020-01-01T00:00:00Z,33071.59
2021-01-01T00:00:00Z,42409.42
2022-01-01T00:00:00Z,33326.586
