Year,Month,Area,Max,x,y
2007,9,4475541.829,1026.827881,14.57520325,33.12195122
2007,10,4819390.525,1024.118774,15.44487427,31.12572534
2007,11,3375614.05,1023.677429,24.30810811,31.04594595
2007,12,5776916.325,1026.976196,20.2218543,29.00331126
2008,1,5249678.714,1023.19342,16.63883848,29.11433757
2008,2,5209586.879,1025.008179,21.53038674,27.97790055
2008,3,7026295.1,1028.787842,18.80413793,29.12
2008,4,6683560.156,1026.646973,17.95028409,31.11079545
2008,5,5730885.508,1025.21875,18.78360656,30.76065574
2008,6,5774914.229,1025.995972,16.57419355,32.16129032
2008,7,4224350.227,1027.29834,14.27021277,33.51702128
2008,8,3840924.721,1023.973267,13.66826923,31.11057692
2008,9,1452784.613,1021.046143,19.45303867,34.33701657
2008,10,5255043.673,1022.851929,17.53697183,31.91901408
2008,11,4792020.618,1023.921143,19.45908184,27.97205589
2008,12,5509890.189,1026.530518,20.2371134,30.29725086
2009,1,4949111.165,1027.146484,22.416826,29.83938815
2009,2,5506810.475,1030.057495,14.38194444,28.26388889
2009,3,6853404.949,1028.637817,17.90264256,30.89707928
2009,4,6774053.423,1024.803711,17.98314607,30.99719101
2009,5,2375916.685,1022.636719,24.87969925,30.33458647
2009,6,3989671.826,1024.499634,15.58390805,31.3908046
2009,7,4989839.891,1024.914185,15.61510129,32.74033149
2009,8,4213875.563,1024.144409,14.95299145,33.72435897
2009,9,2221315.841,1021.269043,13.68897638,31.63779528
2009,10,871004.6206,1021.135681,22.75471698,30.90566038
2009,11,4139147.128,1025.585571,16.50446429,30.56919643
2009,12,43504.02104,1019.601929,32.5,26.2
2010,1,44642.38379,1017.347412,32.16666667,23.33333333
2010,2,154818.4992,1018.947021,27.8,24.36
2010,3,4934789.611,1025.801147,16.62304688,27.85351563
2010,4,5127403.93,1026.033936,13.78637201,29.75138122
2010,5,6721089.174,1026.608765,17.91440799,30.04136947
2010,6,7059581.835,1027.055664,17.1217862,30.58322057
2010,7,5074289.659,1031.495361,15.07427536,32.49818841
2010,8,5201429.681,1028.477417,14.6726297,32.03577818
2010,9,1516779.61,1021.497314,9.044198895,30.67955801
2010,10,3940672.807,1021.980286,16.06937799,28.24162679
2010,11,6247711.016,1026.794312,18.57575758,30.89848485
2010,12,69333.40581,1020.666748,1.8125,35.3125
2011,1,2846765.588,1024.325684,26.53205128,30.44871795
2011,2,5769399.552,1025.924316,20.90327869,30.70491803
2011,3,4810162.039,1024.790894,17.14574899,26.43319838
2011,4,6703192.684,1025.878296,18.09348442,30.95750708
2011,5,6784941.776,1027.894165,17.07594937,30.56399437
2011,6,5808497.617,1027.661133,15.52998379,31.4554295
2011,7,4988764.851,1030.437866,14.95748614,32.57301294
2011,8,5027884.192,1024.410034,15.22710623,32.6043956
2011,9,2174347.361,1021.343384,15.55465587,29.25101215
2011,10,4272123.998,1022.839783,15.36129032,31.79139785
2011,11,6093722.992,1026.885498,16.49688474,30.62616822
2011,12,6335164.378,1028.951172,19.03770739,30.07692308
2012,1,3580917.915,1024.773804,24.60732984,28.05759162
2012,2,5230870.09,1024.314941,20.64285714,28.25457875
2012,3,4729151.143,1027.122437,15.474,28.19
2012,4,5354698.868,1025.11145,16.38336347,27.76491863
2012,5,6543813.064,1026.180054,17.35703919,31.08708273
2012,6,5756925.348,1026.149658,15.83387622,31.49348534
2012,7,5548882.605,1028.106323,16.34673367,32.37688442
2012,8,4815060.919,1024.688477,14.53154876,32.59847036
2012,9,5151788.016,1025.980835,16.58571429,32.43214286
2012,10,592889.717,1020.523254,22.39473684,28.97368421
2012,11,1677481.821,1020.969666,16.42857143,27.90952381
2012,12,4595301.563,1023.761353,18.58713693,28.29253112
2013,1,4513039.563,1027.278687,22.63298969,31.13195876
2013,2,7093582.731,1030.466064,17.81596752,30.00947226
2013,3,2912810.316,1022.234436,26.24375,30.296875
2013,4,4782930.48,1026.481445,21.92352941,30.87647059
2013,5,5237368.991,1024.48938,19.69094139,31.29840142
2013,6,5118090.005,1024.469604,15.07789855,32.09782609
2013,7,4478245.768,1027.822144,15.64788732,33.66800805
2013,8,2544645.111,1022.156738,11.4912892,31.08013937
2013,9,2312890.737,1022.929443,9.909090909,32.71590909
2013,10,2813578.684,1024.176147,22,33.99690402
2013,11,492164.1099,1020.408813,24.90769231,31.87692308
2013,12,4477802.925,1028.472412,22.16149068,31.64803313
2014,1,1657740.138,1023.043518,29.18229167,31.84375
2014,2,139514.9125,1020.25885,30.95833333,27.75
2014,3,1520483.667,1021.906616,27.41764706,27.75882353
2014,4,5273005,1025.292236,16.9981982,29.84684685
2014,5,4328002.771,1024.603882,21.36324786,31.39529915
2014,6,4922802.14,1025.908569,15.76765799,33.05018587
2014,7,4729219.01,1024.76001,15.60192308,33.26346154
2014,8,3491257.914,1023.464355,15.61809045,34.7361809
2014,9,108082.1507,1018.740417,18.1,35.3
2014,10,74820.01824,1019.597961,16.875,28.0625
2014,11,298670.8011,1020.414246,30.76744186,28.27906977
2014,12,86902.41439,1019.427246,32.4375,26.375
2015,1,1180356.23,1022.421692,30.16901408,32.43661972
2015,2,21286.63227,1020.071411,32,28.28571429
2015,3,3564440.039,1022.752686,22.24937028,28.77078086
2015,4,6390118.053,1028.036255,17.28360414,31.50516987
2015,5,5084904.253,1023.91217,15.97096189,32.69509982
2015,6,3037515.141,1023.089478,18.3019943,33.87749288
2015,7,1452839.685,1017.672363,13.02717391,36.92391304
2015,8,1559809.195,1019.24115,10.50520833,36.84375
2015,9,4106767.295,1026.914795,15.30065359,34.08496732
2015,10,72143.74265,1009.640381,27.5,31.5
2015,11,5559171.658,1026.606934,17.5442404,32.39232053
2015,12,53216.58067,1016.370178,24.5,28.57142857
2016,1,0,1013.044983,33.5,25
2016,2,1382660.185,1023.001404,29.30864198,29.27160494
2016,3,1383305.036,1021.830078,27.34193548,26
2016,4,5006143.5,1023.991455,17.87145558,29.58034026
2016,5,597629.6999,1017.119324,21.75,36.75
2016,6,4914966.492,1028.846436,16.25508318,33.33826248
2016,7,5015300.459,1030.072754,16.3151184,33.19489982
2016,8,1557465.933,1020.630127,13.54358974,36.97948718
2016,9,0,1017.767029,15.5,36
2016,10,1046748.491,1022.226746,6.952,29.12
2016,11,3473887.038,1022.507568,17.01084011,27.33604336
2016,12,5090183.471,1025.395142,19.61111111,32.86021505
2017,1,592685.6193,1020.836853,29.79452055,25.16438356
2017,2,0,1019.803528,33.66666667,24.33333333
2017,3,3197726.265,1023.717041,24.32058824,27.45882353
2017,4,2612945.95,1021.942139,20.72413793,27.37241379
2017,5,5884491.841,1026.165405,17.336,31.2784
2017,6,4158593.415,1023.28064,16.22295806,31.39514349
2017,7,5343413.157,1026.421753,16.38965517,32.75
2017,8,4013271.9,1023.54071,14.99775281,33.34157303
2017,9,1629445.926,1022.127014,20.36923077,33.93333333
2017,10,3822700.698,1025.110229,18.38672769,34.80091533
2017,11,1001391.82,1023.897095,4.96031746,34.50793651
2017,12,1598085.963,1024.407593,29.09574468,33.30319149
2018,1,2066718.447,1021.923462,23.96137339,28.36051502
2018,2,5297731.553,1031.21582,20.2600349,32.11169284
2018,3,1728309.197,1024.10144,7.467980296,34.38423645
2018,4,3921217.976,1023.547791,20.67370892,29.45539906
2018,5,5587382.108,1023.968994,18.02857143,31.15630252
2018,6,5223221.747,1025.884277,17.18827709,32.08525755
2018,7,5232745.619,1030.290649,16.46397188,32.92618629
2018,8,4431838.966,1026.034058,15.9244898,33.78367347
2018,9,2794639.625,1023.03125,16.20489297,35.42201835
2018,10,971514.5172,1021.233826,23.18181818,33.85123967
2018,11,2264051.707,1021.812744,23.82608696,29.8458498
2018,12,3926577.184,1023.1203,19.99522673,27.85202864
2019,1,305838.3082,1020.512329,31.14285714,25.78571429
2019,2,2685790.324,1027.738403,13.5,35.11783439
2019,3,1703695.44,1021.299622,17.42926829,25.77073171
2019,4,5656623.003,1024.809326,19.05210084,29.85210084
2019,5,3258728.495,1023.011902,19.59668508,31.98618785
2019,6,4709911.589,1026.725342,18.58058252,32.69126214
2019,7,5384610.783,1024.204346,17.34075342,32.74315068
2019,8,1272387.303,1021.311096,21.16107383,29.60402685
2019,9,3770872.717,1024.868042,15.16037736,34.25943396
2019,10,3071804.517,1023.934082,21.32664756,33.78510029
2019,11,1638273.703,1021.653809,24.72395833,32.4375
2019,12,2580543.28,1022.122009,15.37762238,28.18181818
2020,1,5214363.536,1026.474121,19.45488029,28.03130755
2020,2,6389755.587,1030.812866,18.60856721,31.19202363
2020,3,6871704.076,1029.905029,17.09749304,30.32869081
2020,4,4710316.152,1025.477295,22.74549098,29.86773547
2020,5,3950318.454,1022.86438,16.16229117,28.24821002
2020,6,5771728.92,1026.367554,16.58576052,31.74433657
2020,7,4971569.541,1028.226685,15.74723247,32.91328413
2020,8,4161644.03,1025.307373,14.32321041,33.56616052
2020,9,314308.2609,1020.38147,7.2,29.97777778
2020,10,2462747.868,1024.303955,21.85467128,35.04152249
2020,11,5812599.669,1024.459717,17.3961039,31.17045455
2020,12,4222707.725,1025.552612,22.60491071,28.02678571
2021,1,4332828.078,1023.866577,19.50551876,27.23620309
2021,2,5842322.105,1027.97937,20.46601942,30.72653722
2021,3,7229693.92,1028.599976,17.90969456,30.39840637
2021,4,5070624.951,1023.767334,18.04440497,32.97868561
2021,5,6432502.307,1027.865601,17.97640118,31.06932153
2021,6,4922949.929,1024.802734,14.92992424,31.41477273
2021,7,5388305.646,1028.352661,16.04459691,32.52315609
2021,8,4498359.519,1028.062378,14.64444444,33.24646465
2021,9,4306178.187,1024.161377,14.74468085,32.14893617
2021,10,3606787.598,1024.095825,13.21012658,30.84556962
2021,11,2462705.004,1023.0401,25.88602941,29.05882353
2021,12,4125856.499,1030.848389,14.31567329,32.20971302
2022,1,2423105.161,1023.550476,26.89667897,30.46125461
2022,2,5110058.96,1029.271729,21.83272059,30.90257353
2022,3,0,1017.25177,25.5,30
2022,4,6233865.013,1026.407471,17.56461538,29.92307692
2022,5,5678250.639,1026.413574,18.97822446,29.80737018
2022,6,4096325.876,1022.532837,15.49659864,30.72789116
2022,7,5448067.857,1029.775024,15.2212693,31.84391081
2022,8,3750910.865,1021.952271,14.66666667,33.58809524
2022,9,255870.691,1020.124146,16.46341463,35.34146341
2022,10,1354263.337,1021.516541,26.20245399,34.16564417
2022,11,5514052.31,1024.34021,18.59766277,32.06343907
2022,12,424423.2213,1020.39679,30.72727273,26.18181818
2023,1,951349.8692,1020.884766,27.43119266,24.27522936
2023,2,7022745.405,1031.057495,17.66666667,30.28142077
2023,3,2812782.516,1021.509583,22.03134796,29.67084639
2023,4,5763311.62,1024.619629,18.28171334,30.29324547
2023,5,4936718.629,1023.917664,15.91165414,31.61090226
2023,6,5614160.771,1026.463135,16.60333333,31.67333333
2023,7,5382974.932,1027.534302,15.95869191,32.43889845
2023,8,4667354.757,1024.835205,14.79371316,32.91552063
2023,9,3701132.855,1024.453613,13.03414634,32.90243902
