Date,NPI,Year,Month
198805,1013.46,1988,05
198806,1014.03,1988,06
198807,1017.64,1988,07
198808,1015.63,1988,08
198809,1016.17,1988,09
198810,1011.55,1988,10
198811,1009.8,1988,11
198812,1008.35,1988,12
198901,1012.01,1989,01
198902,1015.04,1989,02
198903,1013.51,1989,03
198904,1015.95,1989,04
198905,1017.43,1989,05
198906,1016.45,1989,06
198907,1018.85,1989,07
198908,1015.9,1989,08
198909,1013.41,1989,09
198910,1014.57,1989,10
198911,1014.05,1989,11
198912,1005.28,1989,12
199001,1007.57,1990,01
199002,1017.47,1990,02
199003,1010.16,1990,03
199004,1015.76,1990,04
199005,1014.35,1990,05
199006,1015.8,1990,06
199007,1016.9,1990,07
199008,1015.14,1990,08
199009,1013.64,1990,09
199010,1014.46,1990,10
199011,1019.14,1990,11
199012,1011.87,1990,12
199101,1007.73,1991,01
199102,1002.75,1991,02
199103,1014.73,1991,03
199104,1014.04,1991,04
199105,1014.46,1991,05
199106,1016.24,1991,06
199107,1016.62,1991,07
199108,1014.95,1991,08
199109,1011.72,1991,09
199110,1013.58,1991,10
199111,1008.35,1991,11
199112,1007.76,1991,12
199201,998.86,1992,01
199202,1007,1992,02
199203,1010.31,1992,03
199204,1013.95,1992,04
199205,1015.85,1992,05
199206,1013.8,1992,06
199207,1017.3,1992,07
199208,1015.84,1992,08
199209,1014.96,1992,09
199210,1011.7,1992,10
199211,1009.84,1992,11
199212,1013.12,1992,12
199301,1010.81,1993,01
199302,1002.44,1993,02
199303,1007.56,1993,03
199304,1009.7,1993,04
199305,1012.52,1993,05
199306,1015,1993,06
199307,1016.91,1993,07
199308,1015.85,1993,08
199309,1015.66,1993,09
199310,1012.5,1993,10
199311,1013.88,1993,11
199312,1006.82,1993,12
199401,1008.31,1994,01
199402,1010.4,1994,02
199403,1012.37,1994,03
199404,1013.97,1994,04
199405,1013.61,1994,05
199406,1016.87,1994,06
199407,1017.21,1994,07
199408,1017.52,1994,08
199409,1013.8,1994,09
199410,1012.66,1994,10
199411,1016.69,1994,11
199412,1005.4,1994,12
199501,1002.19,1995,01
199502,1006.59,1995,02
199503,1011.94,1995,03
199504,1013.9,1995,04
199505,1013.84,1995,05
199506,1014.58,1995,06
199507,1016.82,1995,07
199508,1017.25,1995,08
199509,1010.19,1995,09
199510,1012.92,1995,10
199511,1011.95,1995,11
199512,999.68,1995,12
199601,1008.3,1996,01
199602,1007.99,1996,02
199603,1010.94,1996,03
199604,1009.61,1996,04
199605,1015.82,1996,05
199606,1016.67,1996,06
199607,1018.22,1996,07
199608,1018.09,1996,08
199609,1014.62,1996,09
199610,1014.33,1996,10
199611,1012.28,1996,11
199612,1009.82,1996,12
199701,1002.04,1997,01
199702,1004.22,1997,02
199703,1014.99,1997,03
199704,1011.38,1997,04
199705,1012.88,1997,05
199706,1014.84,1997,06
199707,1015.95,1997,07
199708,1015.97,1997,08
199709,1012.47,1997,09
199710,1013.29,1997,10
199711,1009.99,1997,11
199712,1008.35,1997,12
199801,1000.74,1998,01
199802,1000.2,1998,02
199803,1008.11,1998,03
199804,1015.1,1998,04
199805,1015.82,1998,05
199806,1017.74,1998,06
199807,1017.81,1998,07
199808,1018.76,1998,08
199809,1014.46,1998,09
199810,1013.9,1998,10
199811,1008.96,1998,11
199812,1011.37,1998,12
199901,1007.95,1999,01
199902,1006.91,1999,02
199903,1012.04,1999,03
199904,1017.12,1999,04
199905,1015.72,1999,05
199906,1014.03,1999,06
199907,1019.11,1999,07
199908,1014.38,1999,08
199909,1014.29,1999,09
199910,1014.49,1999,10
199911,1011.32,1999,11
199912,1010.54,1999,12
200001,1013.54,2000,01
200002,1000.9,2000,02
200003,1005.93,2000,03
200004,1015.08,2000,04
200005,1016.26,2000,05
200006,1015.37,2000,06
200007,1017.37,2000,07
200008,1018.06,2000,08
200009,1013.41,2000,09
200010,1012.85,2000,10
200011,1009.13,2000,11
200012,1003.25,2000,12
200101,1002,2001,01
200102,1009.46,2001,02
200103,1011.58,2001,03
200104,1016.05,2001,04
200105,1015.52,2001,05
200106,1016.5,2001,06
200107,1017.41,2001,07
200108,1016.4,2001,08
200109,1013.72,2001,09
200110,1013.92,2001,10
200111,1006.79,2001,11
200112,1006.74,2001,12
200201,1007.86,2002,01
200202,1010.13,2002,02
200203,1014.46,2002,03
200204,1018.43,2002,04
200205,1014.35,2002,05
200206,1013.67,2002,06
200207,1016.85,2002,07
200208,1016.2,2002,08
200209,1014.54,2002,09
200210,1010.22,2002,10
200211,1004.55,2002,11
200212,1003.26,2002,12
200301,999.59,2003,01
200302,1007.49,2003,02
200303,1010.44,2003,03
200304,1014.47,2003,04
200305,1015.92,2003,05
200306,1013.69,2003,06
200307,1018.2,2003,07
200308,1016.42,2003,08
200309,1013.25,2003,09
200310,1011.44,2003,10
200311,1018.1,2003,11
200312,1003.77,2003,12
200401,1005.07,2004,01
200402,1001.85,2004,02
200403,1014.03,2004,03
200404,1011.56,2004,04
200405,1015.18,2004,05
200406,1016.52,2004,06
200407,1014.98,2004,07
200408,1013.88,2004,08
200409,1015.94,2004,09
200410,1012.55,2004,10
200411,1011.09,2004,11
200412,1009.24,2004,12
200501,1004,2005,01
200502,1008.07,2005,02
200503,1008.35,2005,03
200504,1014,2005,04
200505,1011.91,2005,05
200506,1014.61,2005,06
200507,1017.01,2005,07
200508,1014.91,2005,08
200509,1016.08,2005,09
200510,1012.96,2005,10
200511,1013.88,2005,11
200512,999.54,2005,12
200601,1007.96,2006,01
200602,1014.38,2006,02
200603,1014.78,2006,03
200604,1015.51,2006,04
200605,1016.5,2006,05
200606,1016.5,2006,06
200607,1016.33,2006,07
200608,1018.12,2006,08
200609,1014.75,2006,09
200610,1014.18,2006,10
200611,1014.75,2006,11
200612,1004.94,2006,12
200701,1008.53,2007,01
200702,1008.17,2007,02
200703,1012.74,2007,03
200704,1009.87,2007,04
200705,1015.51,2007,05
200706,1016.26,2007,06
200707,1014.67,2007,07
200708,1016.07,2007,08
200709,1013.92,2007,09
200710,1013.33,2007,10
200711,1007.59,2007,11
200712,1010.56,2007,12
200801,1009.33,2008,01
200802,1005.85,2008,02
200803,1013.19,2008,03
200804,1018.18,2008,04
200805,1014.14,2008,05
200806,1016.95,2008,06
200807,1016.56,2008,07
200808,1014.83,2008,08
200809,1013.98,2008,09
200810,1015.42,2008,10
200811,1010.81,2008,11
200812,1014.72,2008,12
200901,1009.59,2009,01
200902,1014.81,2009,02
200903,1017.4,2009,03
200904,1015.88,2009,04
200905,1016.03,2009,05
200906,1013.16,2009,06
200907,1015.78,2009,07
200908,1016.23,2009,08
200909,1013.6,2009,09
200910,1010.73,2009,10
200911,1012.19,2009,11
200912,1004.34,2009,12
201001,1000.04,2010,01
201002,1005.01,2010,02
201003,1010.87,2010,03
201004,1015.22,2010,04
201005,1016.23,2010,05
201006,1015.99,2010,06
201007,1018.84,2010,07
201008,1018.11,2010,08
201009,1012.75,2010,09
201010,1011.56,2010,10
201011,1013.83,2010,11
201012,1013.51,2010,12
201101,1003.18,2011,01
201102,1015.8,2011,02
201103,1009.34,2011,03
201104,1015.1,2011,04
201105,1014.86,2011,05
201106,1014.75,2011,06
201107,1017.27,2011,07
201108,1015.04,2011,08
201109,1012.88,2011,09
201110,1012.67,2011,10
201111,1014.06,2011,11
201112,1009.69,2011,12
201201,1007.49,2012,01
201202,1006.07,2012,02
201203,1014.31,2012,03
201204,1015.06,2012,04
201205,1016.26,2012,05
201206,1014.66,2012,06
201207,1018.38,2012,07
201208,1016.97,2012,08
201209,1015.32,2012,09
201210,1012.85,2012,10
201211,1012.29,2012,11
201212,1009.34,2012,12
201301,1006.32,2013,01
201302,1009.7,2013,02
201303,1013.91,2013,03
201304,1016.05,2013,04
201305,1015.92,2013,05
201306,1015.75,2013,06
201307,1018.26,2013,07
201308,1013.93,2013,08
201309,1013.17,2013,09
201310,1012.5,2013,10
201311,1015.44,2013,11
201312,1010.29,2013,12
201401,1002.87,2014,01
201402,1010.84,2014,02
201403,1009.58,2014,03
201404,1010.81,2014,04
201405,1017.44,2014,05
201406,1016.41,2014,06
201407,1016.73,2014,07
201408,1014.39,2014,08
201409,1012.06,2014,09
201410,1011.17,2014,10
201411,1008.51,2014,11
201412,1005.1,2014,12
201501,1004.45,2015,01
201502,1007.6,2015,02
201503,1013.65,2015,03
201504,1015.87,2015,04
201505,1014.65,2015,05
201506,1015.56,2015,06
201507,1015.21,2015,07
201508,1016.4,2015,08
201509,1015.79,2015,09
201510,1009.75,2015,10
201511,1015.94,2015,11
201512,1006.17,2015,12
201601,999.07,2016,01
201602,1003.23,2016,02
201603,1008.53,2016,03
201604,1010.49,2016,04
201605,1017.15,2016,05
201606,1017.59,2016,06
201607,1020.14,2016,07
201608,1018.83,2016,08
201609,1015.59,2016,09
201610,1009.52,2016,10
201611,1009.24,2016,11
201612,1014.11,2016,12
201701,1008.76,2017,01
201702,1008.15,2017,02
201703,1011.02,2017,03
201704,1011.23,2017,04
201705,1014.92,2017,05
201706,1013.77,2017,06
201707,1018.07,2017,07
201708,1015.27,2017,08
201709,1014,2017,09
201710,1015.34,2017,10
201711,1016.31,2017,11
201712,1009.67,2017,12
201801,1007.14,2018,01
201802,1014.44,2018,02
201803,1017.33,2018,03
201804,1013.25,2018,04
201805,1015.28,2018,05
201806,1014.57,2018,06
201807,1020.47,2018,07
201808,1017.03,2018,08
201809,1016.65,2018,09
201810,1010.45,2018,10
201811,1010.86,2018,11
201812,1007.65,2018,12
201901,1003.79,2019,01
201902,1014.63,2019,02
201903,1010.06,2019,03
201904,1011.57,2019,04
201905,1014.74,2019,05
201906,1016.91,2019,06
201907,1016.14,2019,07
201908,1015.4,2019,08
201909,1014.04,2019,09
201910,1014.5,2019,10
201911,1009.74,2019,11
201912,1007.8,2019,12
202001,1010.16,2020,01
202002,1011.12,2020,02
202003,1019.99,2020,03
202004,1014,2020,04
202005,1012.72,2020,05
202006,1015.56,2020,06
202007,1016.85,2020,07
202008,1014.75,2020,08
202009,1014.62,2020,09
202010,1015.28,2020,10
202011,1012.88,2020,11
202012,1003.43,2020,12
202101,1006.43,2021,01
202102,1011.02,2021,02
202103,1019.42,2021,03
202104,1018.34,2021,04
202105,1015.2,2021,05
202106,1014.24,2021,06
202107,1019.2,2021,07
202108,1016.28,2021,08
202109,1014.81,2021,09
202110,1013.55,2021,10
202111,1012.21,2021,11
202112,1016.39,2021,12
202201,1004.52,2022,01
202202,1007.78,2022,02
202203,1011.72,2022,03
202204,1015.45,2022,04
202205,1016.82,2022,05
202206,1015.04,2022,06
202207,1017.41,2022,07
202208,1016.31,2022,08
202209,1014.54,2022,09
202210,1014.93,2022,10
202211,1015.31,2022,11
202212,1007.72,2022,12
202301,1004.53,2023,01
202302,1014.45,2023,02
202303,1017.59,2023,03
